date,open,high,low,close,volume
2017-02-21,46.2645,46.5204,45.8446,46.0677,4672031
2017-02-22,45.7626,45.9595,45.1426,45.5855,5799646
2017-02-23,45.6839,46.5696,45.1623,45.369,5246985
2017-02-24,45.2706,45.5658,44.8572,45.5461,4489590
2017-02-27,45.4477,45.6249,44.9556,45.5855,4130975
2017-02-28,45.5855,45.979,45.3001,45.6249,4935590
2017-03-01,46.048,47.3717,45.9595,46.3433,8278935
2017-03-02,45.9299,45.9988,44.9163,44.995,7590676
2017-03-03,45.1229,46.5106,45.0442,46.0776,7259147
2017-03-06,45.6741,45.9398,43.6762,44.5915,11336565
2017-03-07,44.3061,44.5128,43.8534,44.129,4565315
2017-03-08,44.0797,44.5817,43.8898,44.1782,5521109
2017-03-09,43.7943,44.2175,42.5642,42.6429,9330139
2017-03-10,42.7708,43.2531,42.2886,43.2039,6842316
2017-03-13,43.0366,43.4204,41.5899,41.6981,8882287
2017-03-14,41.393,41.4324,40.1924,40.5565,10208460
2017-03-15,39.8578,41.521,39.5723,41.4226,13986198
2017-03-16,41.5111,41.6784,40.7927,41.4619,7058267
2017-03-17,41.334,41.5446,40.9403,41.0584,10185798
2017-03-20,41.5111,41.7424,40.7927,41.0387,6229799
2017-03-21,41.2159,41.3143,39.7003,39.779,7938673
2017-03-22,39.1492,39.907,38.5882,39.7102,9943032
2017-03-23,40.0546,41.1962,39.8381,40.7533,9516585
2017-03-24,41.0289,41.398,40.7632,41.0683,6596629
2017-03-27,40.4187,41.2257,39.9168,41.0781,6050846
2017-03-28,41.1667,42.2492,40.8911,41.9245,6185811
2017-03-29,42.013,42.0819,41.206,41.2946,5331362
2017-03-30,41.1864,41.9638,41.1273,41.8654,3681356
2017-03-31,41.6981,42.2591,41.6041,41.6292,5427748
2017-04-03,41.6588,41.8949,40.9649,41.7769,5764716
2017-04-04,41.4226,41.5603,40.1727,40.2514,7254678
2017-04-05,40.4975,41.4619,40.4089,40.6549,7012673
2017-04-06,40.7435,41.2946,40.5073,41.0584,3627608
2017-04-07,40.8714,41.4324,40.6254,41.147,4136988
2017-04-10,41.147,41.9934,40.96,41.6489,4650522
2017-04-11,42.1016,43.2531,41.7395,43.2334,10269604
2017-04-12,44.0797,44.6309,43.135,43.2629,9991117
2017-04-13,43.2531,43.322,42.6478,42.6626,5504930
2017-04-17,42.7807,43.5483,42.6724,43.5286,4563213
2017-04-18,43.3318,43.8239,42.7118,43.1153,5809175
2017-04-19,43.3712,44.065,43.2039,43.6959,6573440
2017-04-20,44.001,44.6604,43.8534,44.5029,4956478
2017-04-21,44.7785,44.7785,44.2717,44.434,5535986
2017-04-24,44.7785,45.7036,44.749,45.7036,6335303
2017-04-25,46.0579,46.6385,45.6445,45.8709,5960573
2017-04-26,45.7725,46.1563,45.5068,45.6642,6027630
2017-04-27,43.2137,43.5089,41.7375,43.2826,18988577
2017-04-28,43.322,43.3613,41.8851,41.9442,13357971
2017-05-01,42.0819,42.2788,41.3438,41.4127,8591384
2017-05-02,41.393,43.2137,41.3832,43.1743,9402465
2017-05-03,42.9775,43.4696,42.7315,43.2235,5144318
2017-05-04,43.4794,43.6861,42.51,43.2137,4476053
2017-05-05,43.3023,43.814,43.0759,43.8042,5462793
2017-05-08,43.8928,44.3307,43.8091,44.2274,6190660
2017-05-09,44.6801,46.5499,44.5325,46.3334,11116806
2017-05-10,46.2842,47.0223,45.9299,46.5499,7379826
2017-05-11,46.4614,46.4909,44.9261,45.802,6086339
2017-05-12,45.6245,45.802,45.1018,45.2004,3888691
2017-05-15,45.0722,46.3445,45.0623,46.0387,5534522
2017-05-16,46.1472,46.4854,44.1254,46.2951,4627800
2017-05-17,45.6146,45.9204,44.2634,44.3029,6906735
2017-05-18,43.79,44.7763,43.7703,44.0366,6626694
2017-05-19,44.1845,44.7566,44.1254,44.5988,6736688
2017-05-22,44.7073,45.6146,44.7073,45.5752,4428568
2017-05-23,45.6343,46.0486,45.3089,46.019,3008501
2017-05-24,46.0979,46.7784,46.0091,46.1275,3890095
2017-05-25,46.3445,47.4589,46.1768,47.3603,5441804
2017-05-26,47.1335,48.1493,47.0737,48.0704,5979329
2017-05-30,47.6562,47.9101,47.1335,47.3011,5512854
2017-05-31,47.5378,47.814,46.877,47.7449,4486131
2017-06-01,47.8337,48.6819,47.6365,48.3762,4421404
2017-06-02,48.8791,49.7766,48.6918,48.8397,7708567
2017-06-05,48.8496,49.2638,48.7213,49.0567,5466685
2017-06-06,48.7904,49.4117,48.6424,49.0567,4473456
2017-06-07,48.7608,50.2106,48.1296,50.1613,7078405
2017-06-08,50.1613,51.1574,49.7175,50.7235,6544348
2017-06-09,50.901,51.2363,49.5597,49.5794,7204319
2017-06-12,49.4117,49.5301,47.4392,48.8002,8597891
2017-06-13,48.8791,49.2243,48.169,48.7707,5153327
2017-06-14,48.958,49.0962,48.2184,48.7115,4027798
2017-06-15,48.4649,48.6424,47.7055,48.4353,4579626
2017-06-16,48.2282,48.7707,47.9521,48.1197,6622111
2017-06-19,48.4551,49.0369,48.1444,48.9778,4104267
2017-06-20,48.5438,48.6819,47.3504,47.3702,6035053
2017-06-21,47.666,47.9718,47.4688,47.7647,3469517
2017-06-22,49.8062,49.8654,48.1197,48.2973,9792147
2017-06-23,48.3268,48.4255,47.8041,47.9619,12682001
2017-06-26,48.1394,49.0961,47.8682,48.1099,3992866
2017-06-27,47.9323,48.8742,47.8337,47.8337,4264403
2017-06-28,48.1493,49.1115,48.1394,48.5734,4259721
2017-06-29,48.603,49.0024,48.1493,48.9383,6170117
2017-06-30,49.2342,49.8161,48.9186,49.6287,6618701
2017-07-03,50.0824,50.5755,49.678,49.6977,2906524
2017-07-05,49.7471,50.8369,49.4906,50.5558,5157516
2017-07-06,50.2698,51.8577,50.1613,51.3349,7021422
2017-07-07,51.5815,52.6467,51.4632,52.3015,6596952
2017-07-10,52.2522,52.4297,51.5125,51.9366,4600014
2017-07-11,51.8577,51.9366,50.7629,50.901,4545699
2017-07-12,52.3902,53.0856,51.7294,53.0609,8348363
2017-07-13,52.6664,53.7316,52.4198,53.0708,5346686
2017-07-14,53.0609,53.5343,52.6072,53.4751,4537895
2017-07-17,53.4653,53.5343,53.1102,53.1299,3727804
2017-07-18,53.0905,53.1003,52.2916,52.4198,4101431
2017-07-19,51.5421,52.4593,51.0686,51.8872,5774713
2017-07-20,51.9957,52.0549,51.3843,51.621,4836234
2017-07-21,51.4138,51.8281,50.7432,51.1969,4544423
2017-07-24,51.0785,51.3152,50.5361,50.5755,4876393
2017-07-25,50.7925,51.187,49.8506,49.9147,4484890
2017-07-26,49.9344,50.4621,49.323,50.3092,4776112
2017-07-27,49.6484,49.6484,48.0803,49.3131,10260337
2017-07-28,48.3466,49.9739,48.0605,49.7964,9153445
2017-07-31,50.1514,50.5262,49.3476,49.7471,6062854
2017-08-01,50.4276,51.2856,49.6323,50.3585,5045298
2017-08-02,50.1909,50.4769,49.2145,49.7569,4679746
2017-08-03,49.8654,50.4917,49.6682,49.8555,3231366
2017-08-04,49.9739,50.2205,49.693,50.1021,2993515
2017-08-07,50.1218,50.4276,49.7668,49.8851,3016726
2017-08-08,49.9838,50.0824,49.2046,49.3131,4274416
2017-08-09,49.0567,49.2342,48.5537,48.7213,5020809
2017-08-10,48.4545,48.7609,47.6244,47.9801,5441375
2017-08-11,47.9307,48.2124,46.8832,47.7825,5610688
2017-08-14,48.2865,48.5929,47.9307,48.2371,2996459
2017-08-15,48.1877,48.4249,47.7825,47.9505,3149638
2017-08-16,48.0691,48.158,47.7034,47.8418,4187330
2017-08-17,47.6837,47.7726,45.2575,45.4897,10304207
2017-08-18,45.7565,45.7565,44.9066,45.0153,6242763
2017-08-21,45.1932,45.549,44.877,45.1735,4353949
2017-08-22,45.3118,45.3909,44.793,44.877,4019715
2017-08-23,44.6398,44.712,43.0092,43.4539,8159201
2017-08-24,43.612,43.6318,42.1692,42.4162,7057477
2017-08-25,42.5842,44.8968,42.5052,44.7189,11738415
2017-08-28,44.6991,44.8392,44.2544,44.4224,6969256
2017-08-29,44.0073,44.3236,43.8591,44.037,5195211
2017-08-30,44.0172,44.2396,43.3748,43.7998,5472629
2017-08-31,44.0172,44.4125,43.9085,44.2149,3799621
2017-09-01,44.3236,44.9363,44.1259,44.7782,4569439
2017-09-05,44.2643,44.7485,43.3254,43.4045,8512885
2017-09-06,42.5842,44.1556,42.1065,43.7899,8796667
2017-09-07,43.6713,44.1012,43.0237,43.3254,5095010
2017-09-08,43.2958,43.5922,42.9795,43.0882,4684643
2017-09-11,43.4934,45.549,43.4835,45.3217,7921608
2017-09-12,45.3612,45.9344,45.0944,45.7467,6325114
2017-09-13,45.806,47.0215,45.5589,46.4483,7288178
2017-09-14,46.2408,46.389,45.5787,45.6478,5360496
2017-09-15,44.7683,45.4996,44.6596,45.4601,14846236
2017-09-18,45.4798,45.7565,44.7386,44.7782,4601233
2017-09-19,44.7485,45.1241,43.5132,43.8591,6884589
2017-09-20,44.3927,45.0252,43.9381,44.8869,4708125
2017-09-21,44.9363,46.0234,44.4619,45.7467,5864367
2017-09-22,46.0234,46.9029,45.806,46.5076,5342021
2017-09-25,46.4286,47.3971,46.3396,47.1401,6363180
2017-09-26,47.2785,47.6935,46.6756,47.0215,4706004
2017-09-27,47.0215,47.5354,46.0828,46.3001,6183158
2017-09-28,46.2309,48.0295,46.2309,46.9326,8367839
2017-09-29,46.9326,47.2884,46.6756,46.9326,4904347
2017-10-02,46.9622,47.3674,46.6657,47.1698,4911650
2017-10-03,47.1006,49.9962,47.0709,49.9171,10261794
2017-10-04,49.9072,51.0635,49.8974,50.1345,7454460
2017-10-05,50.2531,50.3915,49.6701,49.9665,4212310
2017-10-06,50.1049,50.9845,50.0555,50.6979,4240506
2017-10-09,50.6287,50.8756,49.8084,50.0061,3691522
2017-10-10,51.3896,52.625,51.3699,52.4075,9387125
2017-10-11,52.4767,53.1092,51.7158,52.2099,5396763
2017-10-12,52.1012,52.2099,51.7256,52.032,2943045
2017-10-13,52.0518,52.2406,51.6454,52.0814,2960327
2017-10-16,51.9035,52.0617,51.3205,51.6565,3262297
2017-10-17,52.1012,52.2,51.2612,51.4588,3651202
2017-10-18,51.4983,51.8218,51.2513,51.4193,2542361
2017-10-19,50.9647,51.2216,49.0506,50.9054,7568214
2017-10-20,50.9548,51.6268,50.9252,51.3205,3643376
2017-10-23,51.3106,51.3401,50.2729,50.3816,3456500
2017-10-24,50.4211,51.4885,49.9568,51.3402,3654904
2017-10-25,51.1722,51.1722,50.016,50.4211,4658297
2017-10-26,51.3896,52.5657,47.7528,48.0394,12079047
2017-10-27,47.8418,48.3161,46.7745,47.0018,8591454
2017-10-30,47.0907,47.1105,46.2803,46.6954,5402530
2017-10-31,46.6657,47.0413,46.2408,46.2704,4596604
2017-11-01,47.4366,47.6342,46.814,47.2785,4354521
2017-11-02,47.2291,47.3665,46.5373,46.8041,2410660
2017-11-03,46.8041,47.0512,46.2507,46.893,4037183
2017-11-06,46.9029,47.5354,46.725,46.9523,4249493
2017-11-07,46.9523,46.982,45.8554,45.9147,3756424
2017-11-08,45.8751,46.4286,45.3019,45.8257,3198779
2017-11-09,45.3118,45.806,44.8276,45.2328,3559185
2017-11-10,45.2031,45.6785,45.1238,45.3813,2433022
2017-11-13,45.1932,45.421,44.896,45.3021,1772439
2017-11-14,44.8663,45.5299,44.8366,45.3714,1827200
2017-11-15,45.2724,46.8571,45.0149,46.7382,5223111
2017-11-16,46.8075,47.5999,46.7877,47.2235,4462040
2017-11-17,47.1443,47.2929,46.7365,46.9363,2324811
2017-11-20,46.8769,47.4216,46.6689,47.2334,2436018
2017-11-21,47.4315,48.4517,47.0849,48.1842,2796204
2017-11-22,48.1149,48.5012,47.8079,48.1941,2326894
2017-11-24,48.1941,48.2932,47.8871,48.0951,1352400
2017-11-27,48.1446,48.3661,47.8376,47.9564,2630803
2017-11-28,47.9763,48.9469,47.7385,48.7488,3864117
2017-11-29,48.9073,50.6702,48.1941,48.7785,8154242
2017-11-30,49.2836,50.6223,48.828,50.0066,6016175
2017-12-01,49.1945,49.8977,48.2239,48.5309,6229631
2017-12-04,49.6204,50.9772,49.1747,49.452,7113822
2017-12-05,49.3728,49.5213,48.7388,48.9964,3594043
2017-12-06,48.9172,49.3331,48.7191,49.1351,2835542
2017-12-07,49.0558,50.433,48.828,50.3929,3046954
2017-12-08,50.7395,51.2942,50.4424,50.5316,3817896
2017-12-11,50.2939,51.0961,50.274,50.8089,2835633
2017-12-12,50.7792,51.0367,49.8977,49.9868,2798179
2017-12-13,50.0958,50.2641,49.3728,49.6105,3035241
2017-12-14,50.1057,50.8683,49.5956,49.7293,4503105
2017-12-15,50.1849,51.007,49.9175,50.5712,9074165
2017-12-18,50.7594,51.1654,50.7594,50.9971,3236066
2017-12-19,51.106,51.314,50.7891,50.9475,3019807
2017-12-20,51.0763,51.6012,50.6801,51.4229,5172839
2017-12-21,51.6606,52.9581,51.5715,52.2846,7125891
2017-12-22,52.2153,52.3737,51.9181,52.0865,2425104
2017-12-26,51.8488,52.7055,51.829,52.344,2774316
2017-12-27,52.2945,52.3737,51.5616,51.8983,2831434
2017-12-28,51.9479,52.1261,51.7201,51.9578,1845331
2017-12-29,51.9181,52.3143,51.5121,51.5319,2697096
